typing_speed,mouse_movements,time_of_day,failed_attempts,is_anomaly,risk_label
58.72002386905027,186.79938520425296,14.047654565946646,0,0,0
9.283245448519123,6.937347913840091,23.60517988769081,5,1,1
74.37926381548081,146.95011650971597,13.824955755069329,0,0,0
49.23037687059433,147.46942540147026,8.100567128668146,0,0,0
77.34044078426308,143.5120304465236,20.762196380781717,0,0,0
66.21332185104139,129.0393949800973,11.245449743734717,0,0,0
54.966925360748974,144.05240434882134,18.259388451793235,0,0,0
58.90205026198093,158.48238461042797,16.44446008719291,0,0,0
128.43987488003125,492.7045062163418,0.21151621209004645,5,1,1
68.48757327688416,179.70431935786837,8.998983996591777,0,0,0
59.07604219311158,141.3250619033501,7.933022598801673,0,0,0
47.8457460636626,120.67367878773862,14.83469756505334,0,0,0
53.07305876775568,129.07955216970387,20.712959300946146,0,0,0
74.79454826301033,133.4109906446257,18.533608569121316,0,0,0
49.95064556557482,167.31385612257395,11.711939243845189,0,0,0
67.88028880847561,175.0367062281514,12.426465617579558,0,0,0
53.04148061946052,172.9203761071582,17.154329527118314,0,0,0
56.18888546965439,138.02200305505167,12.16328481314636,0,0,0
44.05635705197963,163.3995249790411,21.854310417001535,0,0,0
71.29616128572938,107.10878910959107,9.164733313699294,0,0,0
56.66517390129337,172.01669632224923,16.683566733912055,0,0,0
48.58217623358124,99.42490125020379,8.612376382186593,0,0,0
82.48619609770566,160.05184580809205,12.035514824999513,0,0,0
56.974305165510536,177.16423065428847,7.822323782498972,1,0,0
52.03999912566654,146.39343179567916,15.277515887672934,0,0,0
56.08586511272941,183.77242609632435,14.01636849387549,0,0,0
57.02604865700971,196.10122026430767,15.013061057104007,1,0,0
134.71304894484743,320.63474774642157,3.5789924943416107,3,1,1
55.30910121109184,202.48680117278525,15.334702738538661,0,0,0
47.96397623947117,189.38231550982132,11.72425040113324,0,0,0
61.849462497247856,206.65542073718248,10.905552735723338,0,0,0
69.18218176634286,126.63208028887988,11.411174817032311,0,0,0
78.46512874099312,160.4490468610944,4.1734547478423325,0,0,0
54.94615722768052,141.04171299364012,14.22445431736502,1,0,0
52.35869602466393,103.14024350237094,2.2976667419770305,0,0,0
58.42736434432075,126.74261563361371,6.227103476631233,0,0,0
49.008385346231115,128.91201191730678,13.119605989342986,0,0,0
41.436871258584375,214.1943315264715,14.551437528519653,0,0,0
58.571873074127666,108.6840480715047,6.797851113424839,0,0,0
58.506995850100274,149.1299803457999,10.230268409578951,0,0,0
51.62445656177639,103.96288250761171,14.26885849509006,0,0,0
48.21551312708199,163.72024476833428,10.799935061266897,0,0,0
49.489603738105245,157.74961704204145,16.523930196016792,0,0,0
60.86689217230877,134.72677901541792,14.42138587323915,0,0,0
70.53639886697916,175.68813961402358,20.058365090125257,1,0,0
50.27250151961838,158.75598086723016,12.393321864050804,0,0,0
9.471912613383841,38.65483709715673,3.082838832124341,2,1,1
67.26581917793912,236.64876576992,14.714062649278514,1,0,0
184.15179432322168,561.8751658591839,22.762721666147975,4,1,1
54.3615431056854,151.88989975524075,11.506625907632252,0,0,0
61.690262275727704,139.01707019793284,9.715039104931755,0,0,0
56.847898239772434,136.94173319836563,9.709587309452587,0,0,0
77.50322243493962,218.61401578480314,2.044347134778196,0,0,0
58.20637381017201,140.40068942668898,14.315689795131238,0,0,0
76.90499670656538,149.96812527553956,10.318695428954925,0,0,0
61.42373979187425,171.1709246343895,12.112738192967186,0,0,0
71.58340405565895,123.69645126093516,19.00307848471074,0,0,0
55.642350314599746,187.32278993420863,12.220777611460612,0,0,0
66.36312511719022,158.03696803699515,19.103702708116344,0,0,0
87.73628730769207,134.41310074666387,16.387595384932503,0,0,0
57.29096397836374,162.23585082458192,8.54498647092373,0,0,0
61.632866084830255,205.7762320324363,12.455857215537236,0,0,0
51.4855618996275,152.6516150347688,11.453192881517843,0,0,0
73.45039683397596,176.6902863273473,13.764901968167457,0,0,0
64.76941798548377,163.3825455526209,8.674625385692227,0,0,0
53.14852317031358,149.66596498799575,13.788245477894739,0,0,0
68.72004128113326,117.51741984834064,15.68317133635898,0,0,0
65.69616315084409,213.68952866989542,4.736075219056251,1,0,0
58.1859639538711,156.6556309579085,10.908127824999289,0,0,0
77.84453885582029,148.12832931684144,7.464642473063692,0,0,0
151.4949689665502,609.816180596142,0.3750516868468594,3,1,1
62.3194276821356,32.793434146734654,16.890409883822574,0,0,0
5.757763205483219,13.261642484091603,2.639282684665499,4,1,1
43.321354653366924,186.40739312276145,10.425601083785835,1,0,0
58.860670300827834,134.7361928900361,15.284789042426866,0,0,0
54.011935036691995,175.9239556400755,11.470947605659424,0,0,0
53.18018870215367,145.93034553797457,5.521410309556556,0,0,0
64.94400522040705,166.17436105676097,21.752599453028235,0,0,0
69.04967721437959,168.992160106322,17.59950795838312,0,0,0
60.76179782221967,198.42185757002588,8.450063348483805,0,0,0
61.667311636892016,133.8978399395594,13.090475565256835,0,0,0
73.44592649928524,192.30689923100215,10.02462814220777,0,0,0
160.65821056266438,28.19535112688708,4.190931348698646,4,1,1
73.25339390217928,174.27713594473687,15.434373512328463,0,0,0
108.02775454909953,25.0869654222452,23.014778295559907,5,1,1
65.20832340222887,154.74628749325606,14.226746102551285,0,0,0
56.5183489686364,185.23115277030575,16.875419832921132,0,0,0
43.24055729930389,196.4610426660538,12.688149287947939,0,0,0
63.276291128422905,104.71652228157365,12.120643027487615,0,0,0
66.21422784083727,127.69072307289714,9.080671408929213,0,0,0
48.234135825987515,145.15587449055468,8.35426627650287,0,0,0
67.54456576321297,148.22652065425288,18.575064089149024,0,0,0
58.67026480192421,183.66953594628495,6.9626382228310435,0,0,0
70.3740957383122,165.69988367919697,10.031560697901373,0,0,0
144.57868100347955,9.151264632129983,2.8296054255722134,3,1,1
70.63618312359252,102.64671177213307,12.268163470289712,0,0,0
66.01827476165367,153.2799494676073,2.1478745254263796,0,0,0
11.821889510365898,313.10016906526806,3.394870738476137,4,1,1
54.01033802660994,99.27863669434026,10.723819993682852,0,0,0
53.70351758576173,187.49395512283718,3.267485087666989,0,0,0
45.40779685686664,138.83486487389413,22.920421159612992,0,0,0
55.95745268617441,180.3782316067984,9.898622424296624,0,0,0
159.05382893287205,9.648736447467206,22.529329213285095,4,1,1
68.58072374137053,146.50646428966746,13.600861250368814,0,0,0
69.97017612425826,116.6856637800289,16.85810862063729,0,0,0
53.89793912177898,143.98612822022767,11.19142022579771,0,0,0
62.304934535938315,179.74720294763065,11.526835640556792,0,0,0
66.87364005301961,156.5867799293236,6.164578788147359,0,0,0
70.1809222416092,155.19890984383107,11.268745228168408,0,0,0
54.39970751519203,112.72937897120494,6.591608755218445,0,0,0
57.07957165916054,104.76455043821085,7.200488323052314,0,0,0
58.83380861633342,121.76988058356997,12.02141630001715,0,0,0
70.05443745387423,121.44876779744648,13.495648087108167,0,0,0
57.467747971036566,111.27495620986605,16.603116958999323,0,0,0
51.09802952598788,138.85254721005748,7.184584333346088,0,0,0
152.70003105093346,28.631645087629465,0.08933999038415408,3,1,1
55.219596897962205,147.06943299311536,10.759475375724854,0,0,0
0.0,30.71256513316139,3.41650722629952,4,1,1
48.235311836757646,196.62025780739103,17.252032396719134,0,0,0
51.68367483048145,190.1443363106104,12.710305263200341,0,0,0
62.13510105074229,120.87402756624446,13.69547076195085,0,0,0
52.660267845160256,112.41133200248379,16.28029376592966,0,0,0
53.89261246006831,190.33623789085442,10.666518733005576,1,0,0
61.01208691687908,171.74352317987885,15.136140830426278,0,0,0
61.25849798086791,131.8728856589336,13.246128354857255,0,0,0
47.01352443992931,150.24655207668656,8.394060838750448,0,0,0
156.7224970588045,10.464569531552856,3.3105568333824023,3,1,1
51.488262992124625,182.00968970739598,12.691824768082462,0,0,0
61.764734175821715,219.7715241351642,11.329872412149058,0,0,0
51.71080983940587,120.80746282862526,18.463024153219983,1,0,0
59.715472897733555,165.14190491451234,8.275358954705979,0,0,0
11.169686985575407,17.518759043317274,23.096443429141836,2,1,1
64.43331069866642,133.19463718347708,17.988764254847556,0,0,0
134.58512864500585,449.7611492214968,3.6126984655913867,3,1,1
48.723640279755855,158.36078790596062,14.276767470344616,0,0,0
62.31223249430288,129.51782079534445,8.459263549378,0,0,0
49.08474964037481,131.84098283426138,13.480782956296652,1,0,0
62.497421740712284,187.7521003216955,20.715816521246488,0,0,0
49.50789931668192,191.2870903045119,13.674695301949042,0,0,0
49.401509706368174,123.92080467350958,17.768042176731978,1,0,0
55.711654445966396,106.05816739206085,13.608424060714459,0,0,0
69.33185755216188,170.08825221176673,13.522831470409361,0,0,0
49.252114313585466,157.22415136111744,9.751858217623278,1,0,0
56.23282477107733,133.72598631060012,14.496596146986809,0,0,0
59.57314607047688,170.2750423777263,18.595744653551733,0,0,0
61.14370574982123,180.25584344830077,7.488664909209192,0,0,0
41.48947024586049,118.41914588533481,11.892058121595026,0,0,0
48.05109447438626,156.7985614622584,15.457383710807408,0,0,0
61.192084376292534,92.85282706764106,7.6586638045449655,0,0,0
57.36898718480826,143.4812055762746,11.812472108506029,0,0,0
54.89407984553713,177.4852617563065,8.719878368543633,0,0,0
69.5573493148214,154.548607383625,12.265203226376723,0,0,0
65.08484158750905,154.03665567059414,22.211979035278695,0,0,0
61.44171265335733,172.69325289113937,10.43383293601322,0,0,0
55.24982919971476,142.73631328396476,12.693522690603901,0,0,0
49.926597181682,117.40734034763341,16.34298128475403,0,0,0
164.63264004200695,400.8055177955294,23.020855306180525,5,1,1
58.17622221821314,169.408643397932,5.241612785695874,0,0,0
62.652811747775615,136.33652760639546,9.396216811488062,0,0,0
44.674078184275906,74.88362257691105,11.031777189370441,0,0,0
49.225549146532195,115.54307256634044,15.321154513184872,0,0,0
45.2594218773387,105.9663691416346,9.998678349449023,0,0,0
80.89412317194761,184.01461887607368,13.807153811277137,0,0,0
52.23473759525541,134.30526635308274,13.928718603315197,0,0,0
59.803324708669386,117.38571595462786,11.88952460951976,0,0,0
148.4277847057672,478.35447720704144,22.985641561928652,2,1,1
56.08631450587634,128.8197423043622,9.13683908067493,0,0,0
54.93403559930881,171.09305912812673,8.624710444915499,0,0,0
50.846859506527395,183.60479000199575,18.75537792923228,0,0,0
75.55889194952672,145.94311888725463,8.584350208108992,0,0,0
62.09383654320512,116.64280395755426,13.653832597102035,0,0,0
78.77495601745183,121.83558034055855,13.243594994595123,0,0,0
65.40923627280847,177.00711052769182,8.313833265681566,1,0,0
76.74436670744502,121.42110874520145,11.499086540267811,0,0,0
70.39472093320421,149.25762649366322,9.208603567437526,0,0,0
9.961223875318822,492.9638321736463,3.242831294170127,4,1,1
58.15248412346108,161.97633796428113,5.575035764657998,0,0,0
42.71382023576029,152.49700159428784,20.489260423320303,0,0,0
9.820749969722877,36.773364074798764,2.370916271611256,2,1,1
50.75219811433379,224.49116591783365,17.33722292067999,0,0,0
61.20302348064869,154.88364189400085,8.798860710577532,0,0,0
57.10678353457516,228.2223605272564,10.532018158053875,1,0,0
59.2276745091477,126.97351801769268,2.3438785858491524,0,0,0
67.11989477189636,163.92928008227224,15.129553946255813,0,0,0
54.87762041850243,142.51911952003204,12.932629805116791,0,0,0
71.43537725969294,158.359905589585,18.62658489269669,0,0,0
11.07417796345599,441.4599313014129,23.4286923951479,2,1,1
59.75684147027651,179.19264333155274,14.969462679075098,0,0,0
54.328346833356974,194.5933190776749,11.45576536046844,0,0,0
69.44140777583061,134.88485851822767,9.017724295549186,0,0,0
48.984174434530296,117.63202933653673,11.280258208590052,0,0,0
56.71685157192522,187.34976847494428,6.980292398483397,0,0,0
57.77153094635454,141.65328408243496,16.038670883454188,0,0,0
61.86067927403646,141.87485585495756,15.61226226114392,0,0,0
50.885375634571844,171.66293218453959,9.03929960697644,0,0,0
64.25815224900067,56.117172578702636,16.501007395018814,0,0,0
45.885939205357175,158.5290644727022,8.921879550504157,0,0,0
59.01725464402362,175.57068705321552,5.118505112843374,0,0,0
76.128164712291,137.69936953372456,9.013977131597901,0,0,0
79.81423562627283,110.65467641687346,11.547133825309182,0,0,0
62.63673074412367,133.86296369238818,13.097401849463417,0,0,0
73.19187247665245,113.22524856413305,9.672927913315434,0,0,0
54.33704529565788,146.51377417970545,5.480483002284529,0,0,0
71.10064212442006,118.91359029515064,11.428145835638711,0,0,0
59.374480588518246,97.04480794949015,7.230151388545512,0,0,0
68.3322307736914,123.1388715521797,13.848175932109086,0,0,0
59.974404628171136,130.80195978126392,10.442115734247317,0,0,0
65.84085176863857,106.03352579840238,7.803780377657211,0,0,0
44.05678651144404,126.53421842731059,7.623599405888037,0,0,0
71.39718247688285,98.00645588244555,11.286087838124576,0,0,0
71.43649210660624,139.82335662844787,16.45681355837057,0,0,0
64.44051035688052,170.57548586369953,16.744696555813164,0,0,0
14.945558543105038,456.6851374187118,23.27655815003419,5,1,1
51.49594005555622,174.1545003822797,0.9135885679866522,0,0,0
79.16396981636315,107.12041533969557,12.358632516077341,0,0,0
44.65925419881423,136.88782812378406,15.349217006908086,0,0,0
55.80159488357907,147.8126720239709,13.453290786605933,0,0,0
62.153357683663096,149.53825920954296,12.103012810165895,0,0,0
48.90925942225732,145.70878120358404,9.719932981354994,0,0,0
58.34130787734709,158.04951588588713,8.256193616104937,0,0,0
66.31177334388168,117.98497085998677,19.724697062570474,0,0,0
48.78776466891742,156.73944166143372,15.079648959238977,0,0,0
67.35864385481908,158.54143244579433,11.316982944160271,0,0,0
52.14824107826621,217.95883033821116,18.223750353300574,0,0,0
57.93617504396604,107.03190506924912,12.164631182842037,0,0,0
59.06591128150544,147.49607271693955,5.6137322575648145,0,0,0
71.16798345182949,155.10049073451054,12.586900260393266,0,0,0
75.25274788249334,117.83956793460563,9.229174583807934,0,0,0
74.72531910518575,125.02709493304212,7.4846709944593535,0,0,0
58.2575868677408,134.9815123017783,5.926054972192682,0,0,0
55.912614628592046,121.99408012498583,14.44450866701354,0,0,0
48.419103803537816,135.6249351276246,12.251274260370018,0,0,0
60.38648162256067,119.85657149623316,11.229230141539071,0,0,0
60.42467035156109,153.89547669836566,16.51854021763433,0,0,0
58.38713376738162,242.40985004912068,9.702497581158626,0,0,0
37.14303313847711,101.91882441900066,4.33106982493521,0,0,0
150.54205497921953,427.1016264531589,23.089294384783763,5,1,1
66.82127384925721,165.06918139356551,8.806462243620107,0,0,0
52.97058250194165,161.01868235723515,9.046642900335055,0,0,0
57.114074304432954,139.74182992125466,13.48053276727238,0,0,0
66.35503543230467,122.30839652984415,7.880333752695725,1,0,0
69.66958301359044,128.93235818138908,8.11931716149144,0,0,0
56.80904260897111,156.00417930034249,14.004458516851427,0,0,0
79.27307752083965,171.50830859251343,7.058104663045055,0,0,0
53.029759663655184,210.01717341991423,17.76373632832034,0,0,0
67.70830520164715,172.31901742237585,16.90917831383473,0,0,0
51.982364674946055,112.743712802224,7.011498294671505,0,0,0
67.73836583308936,113.8305350526303,7.892531002397225,0,0,0
56.45369449282413,139.45338747914874,9.61610881090396,1,0,0
61.893320070418035,155.78531788039803,10.49941782102197,0,0,0
67.86261359706361,177.3625643097748,6.318651537609179,0,0,0
67.87495945454637,163.9741936722797,9.61860885839361,0,0,0
60.793250458343024,119.41480936265535,12.426053045683323,0,0,0
52.111102075309695,165.49607739076313,2.023919265510866,0,0,0
53.548925291926196,194.5696960574013,16.033303799033963,0,0,0
52.73738217563053,210.39035185090947,14.043502493643217,0,0,0
67.98956199622901,188.3617856417173,13.833668692705299,0,0,0
50.3118584215108,145.41479033986047,15.370023824515757,0,0,0
16.780939864381107,416.88696515451824,3.564109622692956,5,1,1
58.57232307191051,154.50705706953616,9.081743598667746,0,0,0
52.608454963298506,91.4260291695308,20.99617647414176,0,0,0
58.606022459156165,191.016521912465,9.387573950108532,0,0,0
55.40364635244253,128.04490780014217,15.053010502100863,0,0,0
56.577727963921866,121.07895223200758,16.76882068713621,1,0,0
61.06638945855511,126.785063075963,13.740892472437952,1,0,0
74.6746093796004,148.49884061988317,14.582376186115628,0,0,0
71.07205704335371,158.91433650941752,6.266083349560081,0,0,0
15.560775203576547,219.91814521037634,0.054822442509657066,2,1,1
52.1119075393632,79.4189678007306,12.422420973213525,0,0,0
63.370468928849284,194.93918019959142,8.01722372724565,0,0,0
74.20849351723956,172.35597394916047,10.609360678455536,0,0,0
50.814435559240785,104.34231930760444,19.306797918993794,0,0,0
54.126004105887326,114.97139780031387,13.19963685976466,0,0,0
54.531496289007166,128.21417299187965,15.604219183976177,0,0,0
51.9734411214465,174.30747022315168,12.745203799939107,0,0,0
49.849032613844216,159.8852749569705,11.22300534278673,0,0,0
68.08593895981053,82.74689187364264,7.972146086278999,0,0,0
61.644858712357745,189.0452571289873,9.223928456600019,0,0,0
139.74689330213207,336.4076679368086,22.964916632679852,2,1,1
53.416066683102606,138.2329286728993,15.220638760183864,0,0,0
57.43868673815913,146.16193602097314,19.135082124791605,0,0,0
55.944618108832636,169.92609555937565,14.268402429288702,0,0,0
66.83701904165356,127.35156353321747,11.369281872657952,0,0,0
48.83114643077435,147.0616997395013,13.925670208475111,1,0,0
58.785044828033435,146.39556745465754,15.129893259942806,0,0,0
76.92400593463023,91.31158231765858,15.396835465637743,0,0,0
50.75917271785709,170.9073238105529,10.207535610548087,0,0,0
154.7451728549331,17.38989407750186,0.9376782048446946,2,1,1
41.32622853111735,152.66612152133126,1.0952384968118452,0,0,0
67.13730731986347,135.2522711748054,13.645331998071697,0,0,0
56.93972680366307,161.5553224656584,7.687520355362161,0,0,0
69.5391585954994,183.34196708266924,14.860831430454752,0,0,0
50.80959542668121,203.7177525119901,10.769985590806932,0,0,0
73.13880607806726,147.0597794381464,5.641770508645968,0,0,0
59.03357185550631,147.5710194065001,13.450258288435244,0,0,0
62.399828289600656,103.08555878202743,9.513066637195486,0,0,0
47.7573055449077,99.89597192157768,10.730962799505262,0,0,0
54.926399810944865,188.56634907442827,13.321092304960613,0,0,0
53.22347035981076,139.72125200575076,10.195965288741993,0,0,0
50.7774510872942,135.04658002149588,12.345866850135385,0,0,0
68.54769353281092,176.59226512161135,16.791138344691785,0,0,0
65.01494707144927,81.135123995842,13.235734667497553,0,0,0
143.87933896743903,0.0,4.281674524159376,3,1,1
67.16888209369068,167.89708021390385,14.157630181386759,0,0,0
57.87409430380936,131.73826867003285,9.173362934344485,0,0,0
62.26546402189584,113.7636726137925,13.576374733449697,0,0,0
52.63761063240549,204.0772774248466,15.512258100201045,0,0,0
64.27913499075372,237.74719321630255,16.849345636864562,0,0,0
53.06511128640379,122.56856057459889,13.51731230184738,0,0,0
57.2178556685894,197.64215797013816,9.77259820991952,1,0,0
80.61872820729695,76.77336051786608,12.024460196303492,0,0,0
42.49493321433599,126.14549343148221,14.514799899816524,0,0,0
66.95005611100778,141.15361392104745,14.43887480946018,0,0,0
60.26652383287607,80.3414806177101,21.990574003358546,0,0,0
66.3781084391642,165.21224288399566,16.571974115206082,0,0,0
177.658071124717,31.28796666377768,22.918131422988438,5,1,1
62.32295443217901,136.244255921632,7.711295013257105,0,0,0
73.30855013545143,171.68298046593856,6.0034243034537385,0,0,0
60.62005483748228,119.642354331726,16.113414963294716,0,0,0
55.62562063532136,167.95367991607029,7.93697410576534,0,0,0
72.59382938903366,188.4247048037378,12.33643930019519,0,0,0
92.90068240691,105.39731701519653,11.419696498631659,0,0,0
72.29843565828946,151.91243993639628,12.902217139336006,0,0,0
71.83288750597825,99.31825602653488,18.379795653803164,0,0,0
176.06756324294497,515.743529198246,23.84171389578696,2,1,1
138.10350302954257,28.777091830045002,23.20833702819199,5,1,1
71.4866447153412,149.92017173773579,9.751865035632019,1,0,0
63.563945507598824,131.94538362780557,14.5716723004697,0,0,0
65.518039354153,232.7024283221451,6.752191750654651,0,0,0
55.65848140266334,125.18749250015718,15.349756651226436,0,0,0
62.58837209844596,110.15036511765962,7.610104048148284,0,0,0
1.051800494296872,583.4996358797947,2.839028827772699,2,1,1
48.20014931300761,159.75590513270546,12.811251528942604,0,0,0
69.99444534726851,193.81717545740904,10.33600955107809,0,0,0
69.56275107029711,213.30663864372414,11.508686109982184,0,0,0
46.999801294524914,134.66558309695358,12.78089133234476,0,0,0
55.69981819339007,173.29479521759563,12.622323227401791,1,0,0
65.70880539341609,137.92610279091852,6.838274312048736,0,0,0
61.45296185646382,168.1287890252141,2.428862320749431,0,0,0
2.4532656259070773,9.513851175687398,22.601829913772065,5,1,1
70.00768622472631,138.62068205406334,4.938675640052226,0,0,0
65.09636408148303,114.22188351866706,13.346090099857939,0,0,0
38.20058808135144,177.64148371524004,17.06468108160724,0,0,0
54.4944087187871,196.18787575462244,8.21996109077398,0,0,0
60.42048751072665,174.0134919075541,19.309995297841095,1,0,0
72.22586528182339,115.014983174382,18.444409442194956,0,0,0
69.91991604213358,113.88253087169754,12.815296709132943,0,0,0
40.59127567891822,122.78370646598941,12.178032103230553,0,0,0
44.403738977706034,157.41518416778845,12.647667456289206,0,0,0
66.75436403711828,141.29405655030587,14.204632459829845,0,0,0
67.61422688681994,172.30496053389209,12.870466837731703,0,0,0
59.17254644338994,172.14772788913473,13.613738880227059,0,0,0
40.98099769626464,140.24707794879652,13.645520303250425,0,0,0
5.795210121838009,13.663016052309352,2.3906045138806484,4,1,1
41.30290026323577,143.0431494849235,13.322558875856206,0,0,0
